Source;Target;Type;Weight
0;1;Undirected;0.0102459
0;2;Undirected;0.0737705
0;52;Undirected;0.0409836
0;54;Undirected;0.0655738
0;55;Undirected;0.0204918
1;2;Undirected;0.0409836
1;5;Undirected;0.0122951
1;52;Undirected;0.0245902
1;54;Undirected;0.0368852
2;5;Undirected;0.0204918
2;52;Undirected;0.102459
2;54;Undirected;0.133197
2;55;Undirected;0.0409836
3;10;Undirected;0.0245902
3;11;Undirected;0.0122951
3;52;Undirected;0.0122951
3;54;Undirected;0.0184426
3;55;Undirected;0.0122951
4;6;Undirected;0.0122951
4;49;Undirected;0.0122951
4;53;Undirected;0.0184426
4;54;Undirected;0.0184426
4;55;Undirected;0.0122951
5;52;Undirected;0.0122951
5;54;Undirected;0.0184426
6;12;Undirected;0.0122951
6;49;Undirected;0.0122951
6;53;Undirected;0.0184426
6;54;Undirected;0.0368852
6;55;Undirected;0.0122951
7;8;Undirected;0.0102459
7;49;Undirected;0.0122951
7;54;Undirected;0.0368852
7;55;Undirected;0.0122951
8;20;Undirected;0.0102459
8;21;Undirected;0.0163934
8;33;Undirected;0.0102459
8;34;Undirected;0.0122951
8;35;Undirected;0.0143443
8;49;Undirected;0.0102459
8;54;Undirected;0.0327869
8;55;Undirected;0.0102459
9;49;Undirected;0.0102459
9;52;Undirected;0.0204918
9;54;Undirected;0.0327869
9;55;Undirected;0.0102459
10;11;Undirected;0.0245902
10;52;Undirected;0.0245902
10;54;Undirected;0.0307377
10;55;Undirected;0.0245902
11;52;Undirected;0.0122951
11;54;Undirected;0.0184426
11;55;Undirected;0.0122951
12;54;Undirected;0.0368852
13;54;Undirected;0.0163934
14;54;Undirected;0.0122951
15;54;Undirected;0.0184426
16;54;Undirected;0.0184426
17;18;Undirected;0.022541
17;19;Undirected;0.0184426
17;32;Undirected;0.0204918
17;39;Undirected;0.0184426
17;42;Undirected;0.0163934
17;43;Undirected;0.0163934
17;44;Undirected;0.0204918
17;45;Undirected;0.0184426
17;46;Undirected;0.0204918
17;48;Undirected;0.0184426
17;50;Undirected;0.0184426
17;51;Undirected;0.0184426
17;53;Undirected;0.0245902
17;54;Undirected;0.0491803
17;55;Undirected;0.0368852
18;53;Undirected;0.022541
18;54;Undirected;0.045082
18;55;Undirected;0.0327869
18;56;Undirected;0.0143443
19;32;Undirected;0.0143443
19;39;Undirected;0.0122951
19;42;Undirected;0.0102459
19;43;Undirected;0.0102459
19;44;Undirected;0.0143443
19;45;Undirected;0.0122951
19;46;Undirected;0.0286885
19;48;Undirected;0.0122951
19;50;Undirected;0.0122951
19;51;Undirected;0.0122951
19;53;Undirected;0.0184426
19;54;Undirected;0.0368852
19;55;Undirected;0.0122951
20;21;Undirected;0.0184426
20;33;Undirected;0.0122951
20;34;Undirected;0.0143443
20;35;Undirected;0.0163934
20;54;Undirected;0.0184426
21;33;Undirected;0.0184426
21;34;Undirected;0.0204918
21;35;Undirected;0.022541
21;54;Undirected;0.0245902
22;23;Undirected;0.0163934
22;40;Undirected;0.0163934
22;46;Undirected;0.0163934
22;54;Undirected;0.0409836
23;40;Undirected;0.0163934
23;54;Undirected;0.0204918
24;25;Undirected;0.0245902
24;26;Undirected;0.0348361
24;27;Undirected;0.0245902
24;28;Undirected;0.0204918
24;29;Undirected;0.0204918
24;41;Undirected;0.0245902
24;54;Undirected;0.0266393
25;26;Undirected;0.0307377
25;27;Undirected;0.0204918
25;28;Undirected;0.0163934
25;29;Undirected;0.0163934
25;41;Undirected;0.0204918
25;54;Undirected;0.022541
26;27;Undirected;0.0307377
26;28;Undirected;0.0266393
26;29;Undirected;0.0266393
26;41;Undirected;0.0307377
26;54;Undirected;0.0327869
27;28;Undirected;0.0163934
27;29;Undirected;0.0163934
27;41;Undirected;0.0204918
27;54;Undirected;0.022541
28;29;Undirected;0.0122951
28;41;Undirected;0.0163934
28;54;Undirected;0.0184426
29;41;Undirected;0.0163934
29;44;Undirected;0.0143443
29;47;Undirected;0.0122951
29;54;Undirected;0.0368852
29;55;Undirected;0.0122951
30;31;Undirected;0.0368852
30;54;Undirected;0.0286885
30;57;Undirected;0.0204918
31;54;Undirected;0.0327869
31;57;Undirected;0.0245902
32;39;Undirected;0.0143443
32;42;Undirected;0.0122951
32;43;Undirected;0.0122951
32;44;Undirected;0.0163934
32;45;Undirected;0.0143443
32;46;Undirected;0.0163934
32;48;Undirected;0.0143443
32;50;Undirected;0.0143443
32;51;Undirected;0.0143443
32;53;Undirected;0.0204918
32;54;Undirected;0.0204918
32;55;Undirected;0.0143443
33;34;Undirected;0.0143443
33;35;Undirected;0.0163934
33;54;Undirected;0.0184426
34;35;Undirected;0.0184426
34;54;Undirected;0.0204918
35;54;Undirected;0.022541
36;37;Undirected;0.0327869
36;38;Undirected;0.022541
36;53;Undirected;0.0286885
36;54;Undirected;0.0286885
36;56;Undirected;0.0204918
37;38;Undirected;0.022541
37;53;Undirected;0.0286885
37;54;Undirected;0.0286885
37;56;Undirected;0.0204918
38;53;Undirected;0.0184426
38;54;Undirected;0.0184426
38;56;Undirected;0.0102459
39;42;Undirected;0.0102459
39;43;Undirected;0.0102459
39;44;Undirected;0.0143443
39;45;Undirected;0.0122951
39;46;Undirected;0.0143443
39;48;Undirected;0.0122951
39;50;Undirected;0.0122951
39;51;Undirected;0.0122951
39;53;Undirected;0.0184426
39;54;Undirected;0.0184426
39;55;Undirected;0.0122951
40;54;Undirected;0.0204918
41;54;Undirected;0.022541
42;44;Undirected;0.0122951
42;45;Undirected;0.0102459
42;46;Undirected;0.0122951
42;48;Undirected;0.0102459
42;50;Undirected;0.0102459
42;51;Undirected;0.0102459
42;53;Undirected;0.0163934
42;54;Undirected;0.0163934
42;55;Undirected;0.0102459
43;44;Undirected;0.0122951
43;45;Undirected;0.0102459
43;46;Undirected;0.0122951
43;48;Undirected;0.0102459
43;50;Undirected;0.0102459
43;51;Undirected;0.0102459
43;53;Undirected;0.0163934
43;54;Undirected;0.0163934
43;55;Undirected;0.0102459
44;45;Undirected;0.0143443
44;46;Undirected;0.0163934
44;47;Undirected;0.0286885
44;48;Undirected;0.0143443
44;50;Undirected;0.0143443
44;51;Undirected;0.0143443
44;53;Undirected;0.0204918
44;54;Undirected;0.0614754
44;55;Undirected;0.0286885
45;46;Undirected;0.0143443
45;48;Undirected;0.0122951
45;50;Undirected;0.0122951
45;51;Undirected;0.0122951
45;53;Undirected;0.0184426
45;54;Undirected;0.0184426
45;55;Undirected;0.0122951
46;48;Undirected;0.0143443
46;50;Undirected;0.0143443
46;51;Undirected;0.0143443
46;53;Undirected;0.0204918
46;54;Undirected;0.0614754
46;55;Undirected;0.0143443
47;54;Undirected;0.0368852
47;55;Undirected;0.0122951
48;50;Undirected;0.0122951
48;51;Undirected;0.0122951
48;53;Undirected;0.0184426
48;54;Undirected;0.0184426
48;55;Undirected;0.0122951
49;52;Undirected;0.0122951
49;53;Undirected;0.0184426
49;54;Undirected;0.0553279
49;55;Undirected;0.0245902
50;51;Undirected;0.0122951
50;53;Undirected;0.0184426
50;54;Undirected;0.0184426
50;55;Undirected;0.0122951
51;53;Undirected;0.0184426
51;54;Undirected;0.0184426
51;55;Undirected;0.0122951
52;54;Undirected;0.147541
52;55;Undirected;0.0491803
53;54;Undirected;0.0983607
53;55;Undirected;0.0553279
53;56;Undirected;0.0327869
54;55;Undirected;0.184426
54;56;Undirected;0.0327869
54;57;Undirected;0.0163934
55;56;Undirected;0.0102459
